PortNo,PortfolioName,PeriodEndDateType,PeriodEndDate,AccessionId,Report URL
150370,T Rowe Price VA TxFr Bond,ANNUAL,28.02.2015,120677415001337,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001337&SequenceNum=1
150150,T Rowe Price NJ TxFr Bond,ANNUAL,28.02.2015,120677415001319,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001319&SequenceNum=1
150150,T Rowe Price NJ TxFr Bond,ANNUAL,28.02.2015,120677415001321,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001321&SequenceNum=1
150150,T Rowe Price NJ TxFr Bond,ANNUAL,28.02.2015,120677415001323,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001323&SequenceNum=1
150150,T Rowe Price NJ TxFr Bond,ANNUAL,28.02.2015,120677415001327,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001327&SequenceNum=1
150150,T Rowe Price NJ TxFr Bond,ANNUAL,28.02.2015,120677415001328,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001328&SequenceNum=1
150150,T Rowe Price NJ TxFr Bond,ANNUAL,28.02.2015,120677415001329,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001329&SequenceNum=1
150150,T Rowe Price NJ TxFr Bond,ANNUAL,28.02.2015,120677415001330,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001330&SequenceNum=1
150150,T Rowe Price NJ TxFr Bond,ANNUAL,28.02.2015,120677415001337,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001337&SequenceNum=1
150080,T Rowe Price MD ShtTrm TxFr Bond,ANNUAL,28.02.2015,120677415001319,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001319&SequenceNum=1
150080,T Rowe Price MD ShtTrm TxFr Bond,ANNUAL,28.02.2015,120677415001321,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001321&SequenceNum=1
150080,T Rowe Price MD ShtTrm TxFr Bond,ANNUAL,28.02.2015,120677415001323,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001323&SequenceNum=1
150080,T Rowe Price MD ShtTrm TxFr Bond,ANNUAL,28.02.2015,120677415001327,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001327&SequenceNum=1
150080,T Rowe Price MD ShtTrm TxFr Bond,ANNUAL,28.02.2015,120677415001328,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001328&SequenceNum=1
150080,T Rowe Price MD ShtTrm TxFr Bond,ANNUAL,28.02.2015,120677415001329,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001329&SequenceNum=1
150080,T Rowe Price MD ShtTrm TxFr Bond,ANNUAL,28.02.2015,120677415001330,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001330&SequenceNum=1
150080,T Rowe Price MD ShtTrm TxFr Bond,ANNUAL,28.02.2015,120677415001337,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001337&SequenceNum=1
149940,T Rowe Price GA TxFr Bond,ANNUAL,28.02.2015,120677415001319,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001319&SequenceNum=1
149940,T Rowe Price GA TxFr Bond,ANNUAL,28.02.2015,120677415001321,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001321&SequenceNum=1
149940,T Rowe Price GA TxFr Bond,ANNUAL,28.02.2015,120677415001323,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001323&SequenceNum=1
149940,T Rowe Price GA TxFr Bond,ANNUAL,28.02.2015,120677415001327,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001327&SequenceNum=1
149940,T Rowe Price GA TxFr Bond,ANNUAL,28.02.2015,120677415001328,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001328&SequenceNum=1
149940,T Rowe Price GA TxFr Bond,ANNUAL,28.02.2015,120677415001329,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001329&SequenceNum=1
149940,T Rowe Price GA TxFr Bond,ANNUAL,28.02.2015,120677415001330,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001330&SequenceNum=1
149940,T Rowe Price GA TxFr Bond,ANNUAL,28.02.2015,120677415001337,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001337&SequenceNum=1
260220,T Rowe Price MD TxFr Money,ANNUAL,28.02.2015,120677415001319,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001319&SequenceNum=1
260220,T Rowe Price MD TxFr Money,ANNUAL,28.02.2015,120677415001321,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001321&SequenceNum=1
260220,T Rowe Price MD TxFr Money,ANNUAL,28.02.2015,120677415001323,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001323&SequenceNum=1
260220,T Rowe Price MD TxFr Money,ANNUAL,28.02.2015,120677415001327,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001327&SequenceNum=1
260220,T Rowe Price MD TxFr Money,ANNUAL,28.02.2015,120677415001328,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001328&SequenceNum=1
260220,T Rowe Price MD TxFr Money,ANNUAL,28.02.2015,120677415001329,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001329&SequenceNum=1
260220,T Rowe Price MD TxFr Money,ANNUAL,28.02.2015,120677415001330,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001330&SequenceNum=1
260220,T Rowe Price MD TxFr Money,ANNUAL,28.02.2015,120677415001337,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001337&SequenceNum=1
257420,T Rowe Price Tax Efficient Eq,ANNUAL,28.02.2015,120677415001331,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001331&SequenceNum=1
150280,T Rowe Price TxEx Money,ANNUAL,28.02.2015,120677415001338,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001338&SequenceNum=1
150300,T Rowe Price TxFr High Yield,ANNUAL,28.02.2015,120677415001334,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001334&SequenceNum=1
150310,T Rowe Price TxFr Income,ANNUAL,28.02.2015,120677415001324,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001324&SequenceNum=1
150330,T Rowe Price TxFr Short Intrmd,ANNUAL,28.02.2015,120677415001336,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=120677415001336&SequenceNum=1
101580,Invesco Short Dur Inflation Prot,ANNUAL,28.02.2015,119312515179226,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179226&SequenceNum=1
101510,Invesco US Govt,ANNUAL,28.02.2015,119312515179226,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179226&SequenceNum=1
101590,Invesco Money Market,ANNUAL,28.02.2015,119312515179226,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179226&SequenceNum=1
101530,Invesco High Yield,ANNUAL,28.02.2015,119312515179226,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179226&SequenceNum=1
268320,Invesco Short Term Bond,ANNUAL,28.02.2015,119312515179226,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179226&SequenceNum=1
218410,Invesco Real Estate,ANNUAL,28.02.2015,119312515179226,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179226&SequenceNum=1
767796,Invesco Glbl Real Estate,ANNUAL,28.02.2015,119312515179226,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179226&SequenceNum=1
168350,Invesco Corporate Bond,ANNUAL,28.02.2015,119312515179226,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179226&SequenceNum=1
101640,Invesco Limited Term Muni Income,ANNUAL,28.02.2015,119312515179231,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179231&SequenceNum=1
101630,Invesco TxEx Cash,ANNUAL,28.02.2015,119312515179231,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179231&SequenceNum=1
168560,Invesco High Yield Muni,ANNUAL,28.02.2015,119312515179231,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179231&SequenceNum=1
167740,Invesco Intrmd Muni Inc,ANNUAL,28.02.2015,119312515179231,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179231&SequenceNum=1
167770,Invesco Municipal Income,ANNUAL,28.02.2015,119312515179231,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179231&SequenceNum=1
167880,Invesco NY TxFr Income,ANNUAL,28.02.2015,119312515179231,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179231&SequenceNum=1
113800,Dreyfus Basic Money Market,ANNUAL,28.02.2015,88540915000006,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=88540915000006&SequenceNum=1
167490,Invesco Adv Mun Inc Tr 2,ANNUAL,28.02.2015,119312515179354,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179354&SequenceNum=1
168320,Invesco Bond,ANNUAL,28.02.2015,119312515179331,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179331&SequenceNum=1
168180,Invesco CA Val Mun Inc Tr,ANNUAL,28.02.2015,119312515179332,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179332&SequenceNum=1
770572,Invesco Dyn Credit Opp,ANNUAL,28.02.2015,119312515179381,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179381&SequenceNum=1
167720,Invesco High Inc Tr II,ANNUAL,28.02.2015,119312515179361,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179361&SequenceNum=1
115550,Invesco Muni Income Opport I,ANNUAL,28.02.2015,119312515179316,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179316&SequenceNum=1
167790,Invesco Muni Opp Trust,ANNUAL,28.02.2015,119312515179366,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179366&SequenceNum=1
167830,Invesco Muni Trust,ANNUAL,28.02.2015,119312515179356,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179356&SequenceNum=1
168280,Invesco PA Val Mun In Tr,ANNUAL,28.02.2015,119312515179373,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179373&SequenceNum=1
115630,Invesco Qlty Muni Inc Tr,ANNUAL,28.02.2015,119312515179299,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179299&SequenceNum=1
235780,Invesco Senior Income Tr,ANNUAL,28.02.2015,119312515179389,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179389&SequenceNum=1
273130,Invesco Senior Loan,ANNUAL,28.02.2015,119312515179319,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179319&SequenceNum=1
168070,Invesco Invest Grd Muni,ANNUAL,28.02.2015,119312515179338,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179338&SequenceNum=1
168110,Invesco Invest Grd NY Muni,ANNUAL,28.02.2015,119312515179393,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179393&SequenceNum=1
115520,Invesco Value Muni Inc Tr,ANNUAL,28.02.2015,119312515179295,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179295&SequenceNum=1
222700,JPMorgan CA TxFr Bond,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
167280,JPMorgan Federal MM,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
167370,JPMorgan Prime MM,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
167360,JPMorgan NY Muni MM,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
167240,JPMorgan CA Muni MM,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
126570,JPMorgan 100% US Treasury MM,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
777558,JPMorgan Emerging Markets Corp Dbt,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
773468,JPMorgan Inflation Mgd Bond,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
773985,JPMorgan Current Yield MM,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
773929,JPMorgan Managed Income,ANNUAL,28.02.2015,119312515179220,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179220&SequenceNum=1
144850,JPMorgan Liquid Assets MM,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
144900,JPMorgan US Treas + MM,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
144820,JPMorgan Muni Money Mkt,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
144730,JPMorgan Core Plus Bond,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
144810,JPMorgan Short Duration Bond,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
144830,JPMorgan OH Muni Bond,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
144720,JPMorgan US Govt MM,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
144710,JPMorgan Govt Bond,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
144700,JPMorgan Ltd Duration Bd,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
144890,JPMorgan Muni Income,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
223740,JPMorgan Treas & Agency,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
170050,JPMorgan TxFr Bond,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
169940,JPMorgan Core Bond,ANNUAL,28.02.2015,119312515179225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515179225&SequenceNum=1
770184,Schwab Global Real Estate,ANNUAL,28.02.2015,119312515155636,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515155636&SequenceNum=1
774281,Schwab US REIT ETF,ANNUAL,28.02.2015,119312515155737,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515155737&SequenceNum=1
777322,Schwab Fndmntl US Broad Mkt Idx ETF,ANNUAL,28.02.2015,119312515155737,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515155737&SequenceNum=1
777323,Schwab Fndmntl US Lg Co Idx ETF,ANNUAL,28.02.2015,119312515155737,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515155737&SequenceNum=1
777324,Schwab Fndmntl US Sm Co Idx ETF,ANNUAL,28.02.2015,119312515155737,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515155737&SequenceNum=1
777325,Schwab Fndmntl Intl Lg Co ETF,ANNUAL,28.02.2015,119312515155737,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515155737&SequenceNum=1
777326,Schwab Fndmntl Intl Sm Co Idx ETF,ANNUAL,28.02.2015,119312515155737,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515155737&SequenceNum=1
777327,Schwab Fndmntl Em Mkts Lg Co Idx ETF,ANNUAL,28.02.2015,119312515155737,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515155737&SequenceNum=1
226270,Dreyfus Instl Preferred MM,ANNUAL,31.03.2015,103852015000004,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=103852015000004&SequenceNum=1
254200,Dreyfus Instl Preferred + MM,ANNUAL,31.03.2015,103852015000004,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=103852015000004&SequenceNum=1
123150,Franklin CA TxFr Income,ANNUAL,31.03.2015,22537515000008,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=22537515000008&SequenceNum=1
274370,Franklin Limited Duration Income,ANNUAL,31.03.2015,123308715000010,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=123308715000010&SequenceNum=1
272850,Franklin Mutual Recovery,ANNUAL,31.03.2015,121795115000017,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=121795115000017&SequenceNum=1
771097,Laudus Mondrian Intl Fxd In,ANNUAL,31.03.2015,119312515210122,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515210122&SequenceNum=1
771096,Laudus Mondrian Emerg Mkts,ANNUAL,31.03.2015,119312515210122,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515210122&SequenceNum=1
771926,Laudus Mondrian Intl Eqty,ANNUAL,31.03.2015,119312515210122,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515210122&SequenceNum=1
247370,Laudus US Large Cap Growth,ANNUAL,31.03.2015,119312515210122,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515210122&SequenceNum=1
775402,Laudus Mondrian Global Fxd Inc,ANNUAL,31.03.2015,119312515210122,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515210122&SequenceNum=1
137740,MFS Muni MD,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137770,MFS Muni NC,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137820,MFS Muni SC,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137850,MFS Muni VA,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137870,MFS Muni WV,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137730,MFS Muni MA,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137670,MFS Muni GA,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137790,MFS Muni NY,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137830,MFS Muni TN,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137620,MFS Muni AL,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137630,MFS Muni AR,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137760,MFS Muni MS,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137810,MFS Muni PA,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137650,MFS Muni CA,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
137690,MFS Muni Income,ANNUAL,31.03.2015,119312515205433,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515205433&SequenceNum=1
769123,Rochester MA Muni,ANNUAL,31.03.2015,119312515202123,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515202123&SequenceNum=1
769126,Rochester NC Muni,ANNUAL,31.03.2015,119312515202366,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515202366&SequenceNum=1
769128,Rochester VA Muni,ANNUAL,31.03.2015,119312515202149,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515202149&SequenceNum=1
768020,TGIT Templeton Global Balanced,ANNUAL,31.03.2015,91648815000014,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=91648815000014&SequenceNum=1
769132,Templeton BRIC,ANNUAL,31.03.2015,91648815000014,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=91648815000014&SequenceNum=1
769474,TGIT Templeton Emrg Mkt Sm Cap,ANNUAL,31.03.2015,91648815000014,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=91648815000014&SequenceNum=1
772317,Templeton Frontier Markets,ANNUAL,31.03.2015,91648815000014,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=91648815000014&SequenceNum=1
775387,Templeton Emerging Markets Balanced,ANNUAL,31.03.2015,91648815000014,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=91648815000014&SequenceNum=1
162930,Templeton Russia & East Europe,ANNUAL,31.03.2015,93082815000006,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93082815000006&SequenceNum=1
219620,Wells Fgo Small Cap Opp,ANNUAL,31.03.2015,119312515204033,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515204033&SequenceNum=1
253800,Wells Fgo Spcl Tech,ANNUAL,31.03.2015,119312515204033,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515204033&SequenceNum=1
777209,AIP Dynamic Alternative Strategies,ANNUAL,31.03.2015,110465915043388,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915043388&SequenceNum=1
233630,Dreyfus High Yield Strategies,ANNUAL,31.03.2015,105786115000006,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=105786115000006&SequenceNum=1
114960,Dreyfus Sht Intrmd Muni,ANNUAL,31.03.2015,81030515000004,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=81030515000004&SequenceNum=1
116600,Europacific Growth,ANNUAL,31.03.2015,5193115000473,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000473&SequenceNum=1
125670,GS Short Duration Government,ANNUAL,31.03.2015,119312515213454,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213454&SequenceNum=1
125670,GS Short Duration Government,ANNUAL,31.03.2015,119312515213457,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213457&SequenceNum=1
125670,GS Short Duration Government,ANNUAL,31.03.2015,119312515213465,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213465&SequenceNum=1
125670,GS Short Duration Government,ANNUAL,31.03.2015,119312515213471,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213471&SequenceNum=1
125670,GS Short Duration Government,ANNUAL,31.03.2015,119312515213479,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213479&SequenceNum=1
125490,GS Global Income,ANNUAL,31.03.2015,119312515213454,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213454&SequenceNum=1
125490,GS Global Income,ANNUAL,31.03.2015,119312515213457,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213457&SequenceNum=1
125490,GS Global Income,ANNUAL,31.03.2015,119312515213465,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213465&SequenceNum=1
125490,GS Global Income,ANNUAL,31.03.2015,119312515213471,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213471&SequenceNum=1
125490,GS Global Income,ANNUAL,31.03.2015,119312515213479,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213479&SequenceNum=1
125400,GS High Quality Floating Rate,ANNUAL,31.03.2015,119312515213454,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515213454&SequenceNum=1
